Gene Symbol;Entrez ID;Ensembl ID;Core AutophagyNet;AutophagyNet;HADB;HAMdb;GO-0061919
G3BP1;10146;ENSG00000145907;0;1;0;0;0
GAA;2548;ENSG00000171298;0;0;1;1;0
GAB1;2549;ENSG00000109458;0;0;0;1;0
GABARAP;11337;ENSG00000170296;1;1;1;0;0
GABARAPL1;23710;ENSG00000139112;1;1;1;1;0
GABARAPL2;11345;ENSG00000034713;1;1;1;1;0
GABBR2;9568;ENSG00000136928;0;0;0;1;0
GABRD;2563;ENSG00000187730;0;1;0;0;0
GABRG2;2566;ENSG00000113327;0;1;0;0;0
GAN;8139;ENSG00000261609;0;1;0;0;0
GAPDH;2597;ENSG00000111640;0;0;1;0;0
GAS5;60674;ENSG00000234741;0;0;1;0;0
GAS8-AS1;750;ENSG00000221819;0;0;1;0;0
GATA4;2626;ENSG00000136574;0;0;1;0;0
GBA1;2629;ENSG00000177628;0;0;0;0;1
GBF1;8729;ENSG00000107862;0;1;0;0;0
GCH1;2643;ENSG00000131979;0;1;0;0;0
GEMIN4;50628;ENSG00000179409;0;1;0;0;0
GFAP;2670;ENSG00000131095;0;0;1;0;0
GFI1B;8328;ENSG00000165702;0;1;0;0;0
GHRL;51738;ENSG00000157017;0;0;0;1;0
GIMAP5;55340;ENSG00000196329;0;1;0;0;0
GJA1;2697;ENSG00000152661;0;1;0;0;0
GJA3;2700;ENSG00000121743;0;1;0;0;0
GJA4;2701;ENSG00000187513;0;1;0;1;0
GJA5;2702;ENSG00000265107;0;1;0;0;0
GJA8;2703;ENSG00000121634;0;1;0;0;0
GJB1;2705;ENSG00000169562;0;1;0;0;0
GJB2;2706;ENSG00000165474;0;1;0;0;0
GJD3;125111;ENSG00000183153;0;1;0;0;0
GLG1;2734;ENSG00000090863;0;1;0;0;0
GLIPR1L2;144321;ENSG00000180481;0;1;0;0;0
GLIPR2;152007;ENSG00000122694;0;0;1;0;0
GLIS2;84662;ENSG00000126603;0;1;0;0;0
GMEB2;26205;ENSG00000101216;0;1;0;0;0
GNAI3;2773;ENSG00000065135;0;0;1;1;0
GNRH2;2797;ENSG00000125787;0;0;0;1;0
GOLGA1;2800;ENSG00000136935;0;1;0;0;0
GOLGA2;2801;ENSG00000167110;0;0;0;1;0
GOPC;57120;ENSG00000047932;0;1;1;1;0
GORASP2;26003;ENSG00000115806;0;1;0;0;0
GPC4;2239;ENSG00000076716;0;1;0;0;0
GPR141;353345;ENSG00000187037;0;1;0;0;0
GPR17;2840;ENSG00000144230;0;1;0;0;0
GPR18;2841;ENSG00000125245;0;0;0;1;0
GPR182;11318;ENSG00000166856;0;0;0;1;0
GPR37;2861;ENSG00000170775;0;1;0;1;0
GPR55;9290;ENSG00000135898;0;1;0;0;0
GPSM1;26086;ENSG00000160360;0;1;0;0;0
GPSM3;63940;ENSG00000213654;0;1;0;0;0
GREM2;64388;ENSG00000180875;0;1;0;0;0
GRID1;2894;ENSG00000182771;0;0;1;0;0
GRID2;2895;ENSG00000152208;0;0;1;1;0
GRM1;2911;ENSG00000152822;0;1;0;0;0
GSDMD;79792;ENSG00000104518;0;1;0;0;0
GSK3B;2932;ENSG00000082701;0;1;1;1;0
GTF2IRD2;84163;ENSG00000196275;0;0;0;1;0
GTF2IRD2B;389524;ENSG00000174428;0;0;0;1;0
GYPA;2993;ENSG00000170180;0;1;0;0;0
H1-0;3005;ENSG00000189060;0;1;0;0;0
H1-2;3006;ENSG00000187837;0;1;0;0;0
H19;283120;ENSG00000130600;0;0;1;0;0
HADHA;3030;ENSG00000084754;0;1;0;0;0
HADHB;3032;ENSG00000138029;0;1;0;0;0
HAT1;8520;ENSG00000128708;0;1;0;0;0
HAVCR1;26762;ENSG00000113249;0;1;0;0;0
HAX1;10456;ENSG00000143575;0;1;1;0;0
HDAC1;3065;ENSG00000116478;0;1;1;0;0
HDAC10;83933;ENSG00000100429;0;0;0;0;1
HDAC5;10014;ENSG00000108840;0;1;0;0;0
HDAC6;10013;ENSG00000094631;0;1;1;1;1
HDHD3;81932;ENSG00000119431;0;1;0;0;0
HECTD1;25831;ENSG00000092148;0;1;0;0;0
HERC5;51191;ENSG00000138646;0;1;0;0;0
HFE;3077;ENSG00000010704;0;1;0;0;0
HGS;9146;ENSG00000185359;0;0;1;1;0
HIF1A;3091;ENSG00000100644;0;1;1;1;0
HIF1AN;55662;ENSG00000166135;0;1;0;0;0
HIVEP2;3097;ENSG00000010818;0;0;0;1;0
HLA-DPB1;3115;ENSG00000223865;0;1;0;0;0
HMGB1;3146;ENSG00000189403;0;1;1;1;0
HMGN5;79366;ENSG00000198157;0;1;0;0;0
HMOX1;3162;ENSG00000100292;0;0;1;0;0
HNF1A-AS1;283460;ENSG00000241388;0;0;1;0;0
HNRNPH1;3187;ENSG00000169045;0;1;0;0;0
HNRNPL;3191;ENSG00000104824;0;1;0;0;0
HOOK1;51361;ENSG00000134709;0;1;0;0;0
HOOK3;84376;ENSG00000168172;0;1;0;0;0
HOTAIR;100124700;ENSG00000228630;0;0;1;0;0
HPCAL1;3241;ENSG00000115756;0;1;0;0;0
HPS1;3257;ENSG00000107521;0;1;0;0;0
HRAS;3265;ENSG00000174775;0;0;0;1;0
HRK;8739;ENSG00000135116;0;1;0;0;0
HS1BP3;64342;ENSG00000118960;0;0;1;0;0
HSBP1;3281;ENSG00000230989;0;1;0;0;0
HSCB;150274;ENSG00000100209;0;1;0;0;0
HSD17B3;3293;ENSG00000130948;0;1;0;0;0
HSF1;3297;ENSG00000185122;0;1;0;1;0
HSP90AA1;3320;ENSG00000080824;0;1;1;1;0
HSP90AB1;3326;ENSG00000096384;0;0;1;0;0
HSP90B1;7184;ENSG00000166598;0;1;0;0;0
HSPA12A;259217;ENSG00000165868;0;1;0;0;0
HSPA5;3309;ENSG00000044574;0;1;1;0;0
HSPA8;3312;ENSG00000109971;0;0;1;1;1
HSPB1;3315;ENSG00000106211;0;1;0;0;0
HSPB6;126393;ENSG00000004776;0;1;0;0;0
HSPB8;26353;ENSG00000152137;0;0;1;0;0
HSPG2;3339;ENSG00000142798;0;0;0;1;0
HTR2B;3357;ENSG00000135914;0;0;0;1;0
HTR3A;3359;ENSG00000166736;0;1;0;0;0
HTT;3064;ENSG00000197386;0;1;0;1;0
HULC;100506207;ENSG00000285219;0;0;1;0;0
HUS1;3364;ENSG00000136273;0;1;0;0;0
HUWE1;10075;ENSG00000086758;0;1;0;0;0
HYPK;25764;ENSG00000242028;0;1;0;0;0
ICMT;23463;ENSG00000116237;0;0;0;1;0
IFI16;3428;ENSG00000163565;0;1;0;0;0
IFIH1;64135;ENSG00000115267;0;1;0;0;0
IFITM1;8519;ENSG00000185885;0;1;0;0;0
IFITM3;10410;ENSG00000142089;0;1;0;0;0
IFNG;3458;ENSG00000111537;0;0;1;1;0
IGF2BP1;10642;ENSG00000159217;0;1;0;0;0
IGF2R;3482;ENSG00000197081;0;1;0;0;0
IKBIP;121457;ENSG00000166130;0;1;0;0;0
IKBKB;3551;ENSG00000104365;0;1;0;1;0
IKBKG;8517;ENSG00000269335;0;1;0;1;0
IL17F;112744;ENSG00000112116;0;1;0;0;0
IL1B;3553;ENSG00000125538;0;1;0;0;0
IL24;11009;ENSG00000162892;0;1;1;1;0
IL6;3569;ENSG00000136244;0;0;0;1;0
IL7R;3575;ENSG00000168685;0;1;0;0;0
IMMP2L;83943;ENSG00000184903;0;1;0;0;0
IMPDH2;3615;ENSG00000178035;0;1;0;0;0
INA;9118;ENSG00000148798;0;1;0;0;0
INO80B;83444;ENSG00000115274;0;1;0;0;0
INSL5;10022;ENSG00000172410;0;1;0;0;0
INSR;3643;ENSG00000171105;0;1;0;0;0
IPO5;3843;ENSG00000065150;0;1;0;0;0
IQCB1;9657;ENSG00000173226;0;1;0;0;0
IRAK1;3654;ENSG00000184216;0;1;0;0;0
IRF2;3660;ENSG00000168310;0;1;0;0;0
IRF3;3661;ENSG00000126456;0;1;0;0;0
IRF8;3394;ENSG00000140968;0;1;0;0;0
IRGM;345611;ENSG00000237693;0;1;1;1;1
IRGQ;126298;ENSG00000167378;0;0;0;0;1
IRS1;3667;ENSG00000169047;0;1;0;0;0
ISG15;9636;ENSG00000187608;0;1;0;0;0
ITFG1;81533;ENSG00000129636;0;1;0;0;0
ITGB4;3691;ENSG00000132470;0;0;0;1;1
ITM2B;9445;ENSG00000136156;0;1;0;0;0
ITPR1;3708;ENSG00000150995;0;1;1;1;0
ITPR3;3710;ENSG00000096433;0;1;0;0;0
JADE2;23338;ENSG00000043143;0;1;0;0;0
JOSD1;9929;ENSG00000100221;0;1;0;0;0
JOSD2;126119;ENSG00000161677;0;1;0;0;0
JUN;3725;ENSG00000177606;0;1;0;0;0
JUNB;3726;ENSG00000171223;0;1;0;0;0
KAT5;10524;ENSG00000172977;0;1;1;0;1
KAT6A;7994;ENSG00000083168;0;1;0;0;0
KAT8;84148;ENSG00000103510;0;0;1;1;0
KAZN;23254;ENSG00000189337;0;1;0;0;0
KBTBD6;89890;ENSG00000165572;0;1;0;0;0
KBTBD7;84078;ENSG00000120696;0;1;0;0;0
KCMF1;56888;ENSG00000176407;0;0;0;0;1
KCNB1;3745;ENSG00000158445;0;0;1;0;0
KCNJ5;3762;ENSG00000120457;0;1;0;0;0
KCTD15;79047;ENSG00000153885;0;1;0;0;0
KDELR2;11014;ENSG00000136240;0;1;0;0;0
KDM1A;23028;ENSG00000004487;0;1;0;0;0
KDM4A;9682;ENSG00000066135;0;0;0;1;0
KDM5C;8242;ENSG00000126012;0;1;0;0;0
KDR;3791;ENSG00000128052;0;1;1;1;0
KEAP1;9817;ENSG00000079999;0;1;1;0;0
KERA;11081;ENSG00000139330;0;1;0;0;0
KHDRBS2;202559;ENSG00000112232;0;1;0;0;0
KIAA0753;9851;ENSG00000198920;0;1;0;0;0
KIAA0930;23313;ENSG00000100364;0;1;0;0;0
KIF14;9928;ENSG00000118193;0;1;0;0;0
KIF15;56992;ENSG00000163808;0;1;0;0;0
KIF20A;10112;ENSG00000112984;0;1;0;0;0
KIF23;9493;ENSG00000137807;0;1;0;0;0
KIF25;3834;ENSG00000125337;0;0;0;1;0
KIF3A;11127;ENSG00000131437;0;1;0;0;0
KIF5B;3799;ENSG00000170759;0;1;0;0;0
KIF5C;3800;ENSG00000168280;0;0;0;1;0
KLC3;147700;ENSG00000104892;0;1;0;0;0
KLF15;28999;ENSG00000163884;0;1;0;0;0
KLHDC2;23588;ENSG00000165516;0;1;0;0;0
KLHL20;27252;ENSG00000076321;0;1;0;0;0
KLHL3;26249;ENSG00000146021;0;1;0;0;0
KLHL34;257240;ENSG00000185915;0;1;0;0;0
KLHL38;340359;ENSG00000175946;0;1;0;0;0
KRAS;3845;ENSG00000133703;0;1;0;1;0
KRIT1;889;ENSG00000001631;0;1;0;0;0
KRT17;3872;ENSG00000128422;0;1;0;0;0
KRT18;3875;ENSG00000111057;0;0;0;1;0
KRT222;125113;ENSG00000213424;0;1;0;0;0
KRT23;25984;ENSG00000108244;0;1;0;0;0
KRT27;342574;ENSG00000171446;0;1;0;0;0
KRT31;3881;ENSG00000094796;0;1;0;0;0
KRT33B;3884;ENSG00000131738;0;1;0;0;0
KRT34;3885;ENSG00000131737;0;1;0;0;0
KRT35;3886;ENSG00000197079;0;1;0;0;0
KRT37;8688;ENSG00000108417;0;1;0;0;0
KRT38;8687;ENSG00000171360;0;1;0;0;0
KRT72;140807;ENSG00000170486;0;1;0;0;0
KRT8;3856;ENSG00000170421;0;1;0;0;0
KRT86;3892;ENSG00000170442;0;1;0;0;0
KRTAP1-1;81851;ENSG00000188581;0;1;0;0;0
KRTAP10-8;386681;ENSG00000187766;0;1;0;0;0
KRTAP11-1;337880;ENSG00000182591;0;1;0;0;0
KRTAP19-1;337882;ENSG00000184351;0;1;0;0;0
KRTAP5-9;3846;ENSG00000254997;0;1;0;0;0
KRTAP6-2;337967;ENSG00000186930;0;1;0;0;0
KRTAP8-1;337879;ENSG00000183640;0;1;0;0;0
KXD1;79036;ENSG00000105700;0;1;0;0;0
LACRT;90070;ENSG00000135413;0;0;0;1;0
LAMP1;3916;ENSG00000185896;0;0;1;0;0
LAMP2;3920;ENSG00000005893;0;1;1;1;1
LAMP3;27074;ENSG00000078081;0;0;0;1;0
LAMTOR1;55004;ENSG00000149357;0;1;0;0;1
LAPTM4B;55353;ENSG00000104341;0;0;0;1;0
LARP1;23367;ENSG00000155506;0;0;0;1;0
LCK;3932;ENSG00000182866;0;1;0;0;0
LCN15;389812;ENSG00000177984;0;1;0;0;0
LDHA;3939;ENSG00000134333;0;1;0;0;0
LDLR;3949;ENSG00000130164;0;1;0;0;0
LEP;3952;ENSG00000174697;0;0;0;1;0
LEPR;3953;ENSG00000116678;0;0;0;1;0
LETM1;3954;ENSG00000168924;0;0;0;1;0
LGALS1;3956;ENSG00000100097;0;1;0;0;0
LGALS3;3958;ENSG00000131981;0;1;0;0;0
LGALS7;3963;ENSG00000178934;0;1;0;0;0
LGALS8;3964;ENSG00000116977;0;1;0;0;1
LGALS9;3965;ENSG00000168961;0;1;0;0;0
LGALS9B;284194;ENSG00000170298;0;1;0;0;0
LGALS9C;124907928;ENSG00000171916;0;1;0;0;0
LGMN;5641;ENSG00000100600;0;1;0;0;0
LHX6;26468;ENSG00000106852;0;1;0;0;0
LLGL1;3996;ENSG00000131899;0;1;0;0;0
LLGL2;3993;ENSG00000073350;0;1;0;0;0
LMBR1L;55716;ENSG00000139636;0;1;0;0;0
LMNB1;4001;ENSG00000113368;0;1;0;0;0
LNX1;84708;ENSG00000072201;0;1;0;0;0
PRODH;5625;ENSG00000100033;0;0;0;1;0
LPIN1;23175;ENSG00000134324;0;0;1;0;0
LRBA;987;ENSG00000198589;0;0;0;0;1
LRPPRC;10128;ENSG00000138095;0;1;0;0;0
LRRC28;123355;ENSG00000168904;0;1;0;0;0
LRRC42;115353;ENSG00000116212;0;1;0;0;0
LRRK1;79705;ENSG00000154237;0;1;0;0;0
LRRK2;120892;ENSG00000188906;0;1;1;1;0
LRSAM1;90678;ENSG00000148356;0;0;1;0;0
LUC7L2;51631;ENSG00000146963;0;1;0;0;0
LY6G5C;80741;ENSG00000204428;0;1;0;0;0
LYN;4067;ENSG00000254087;0;1;0;0;0
LYPLA1;10434;ENSG00000120992;0;0;0;0;1
LZTS1;11178;ENSG00000061337;0;0;0;1;0
MAD1L1;8379;ENSG00000002822;0;1;0;0;0
MAGEA3;4102;ENSG00000197172;0;0;1;0;0
MAGEA8;4107;ENSG00000156009;0;1;0;0;0
MALAT1;378938;ENSG00000251562;0;0;1;0;0
MALT1;10892;ENSG00000172175;0;1;0;0;0
MAP1A;4130;ENSG00000166963;0;1;0;0;0
MAP1B;4131;ENSG00000131711;0;1;0;0;0
MAP1LC3A;84557;ENSG00000101460;1;1;1;1;1
MAP1LC3B;81631;ENSG00000140941;1;1;1;1;1
MAP1LC3B2;643246;ENSG00000258102;1;1;1;0;0
MAP1LC3C;440738;ENSG00000197769;1;1;1;0;1
MAP1S;55201;ENSG00000130479;0;1;1;1;0
MAP2K1;5604;ENSG00000169032;0;0;0;1;0
MAP2K2;5605;ENSG00000126934;0;1;0;1;0
MAP2K3;5606;ENSG00000034152;0;1;0;0;0
MAP2K5;5607;ENSG00000137764;0;1;0;0;0
MAP2K6;5608;ENSG00000108984;0;1;0;0;0
MAP3K3;4215;ENSG00000198909;0;1;0;0;0
MAP3K5;4217;ENSG00000197442;0;1;0;0;0
MAP4K2;5871;ENSG00000168067;0;1;0;0;0
MAPK1;5594;ENSG00000100030;0;1;1;0;0
MAPK10;5602;ENSG00000109339;0;0;1;0;0
MAPK13;5603;ENSG00000156711;0;1;0;0;0
MAPK14;1432;ENSG00000112062;0;1;0;1;0
MAPK15;225689;ENSG00000181085;0;1;1;0;0
MAPK3;5595;ENSG00000102882;0;1;1;0;1
MAPK6;5597;ENSG00000069956;0;1;0;0;0
MAPK8;5599;ENSG00000107643;0;1;1;1;0
MAPK9;5601;ENSG00000050748;0;0;1;0;0
MAPKAPK2;9261;ENSG00000162889;0;1;0;0;0
MAPKAPK3;7867;ENSG00000114738;0;1;0;0;0
MAPRE3;22924;ENSG00000084764;0;1;0;0;0
MAPT;4137;ENSG00000186868;0;1;1;1;0
MARCHF3;115123;ENSG00000173926;0;1;0;0;0
MARCHF4;57574;ENSG00000144583;0;1;0;0;0
MARCHF5;54708;ENSG00000198060;0;1;0;0;0
MARCHF9;92979;ENSG00000139266;0;1;0;0;0
MAVS;57506;ENSG00000088888;0;1;0;0;0
MCL1;4170;ENSG00000143384;0;1;1;1;0
MCM5;4174;ENSG00000100297;0;1;0;0;0
MCOLN1;57192;ENSG00000090674;0;0;0;1;0
MCOLN3;55283;ENSG00000055732;0;0;0;1;0
MCPH1;79648;ENSG00000147316;0;1;0;0;0
MDFI;4188;ENSG00000112559;0;1;0;0;0
MDM2;4193;ENSG00000135679;0;1;0;1;0
MDM4;4194;ENSG00000198625;0;1;0;0;0
MECOM;2122;ENSG00000085276;0;1;0;0;0
MED4;29079;ENSG00000136146;0;1;0;0;0
MED8;112950;ENSG00000159479;0;1;0;0;0
MEFV;4210;ENSG00000103313;0;1;1;1;0
MEG3;55384;ENSG00000214548;0;0;1;0;0
MEGF10;84466;ENSG00000145794;0;0;0;1;0
MELTF;4241;ENSG00000163975;0;1;0;0;0
MEOX1;4222;ENSG00000005102;0;1;0;0;0
MEOX2;4223;ENSG00000106511;0;1;0;0;0
MESD;23184;ENSG00000117899;0;1;0;0;0
MET;4233;ENSG00000105976;0;0;0;1;0
METTL3;56339;ENSG00000165819;0;1;0;0;0
MEX3B;84206;ENSG00000183496;0;1;0;0;0
MFN1;55669;ENSG00000171109;0;0;0;1;0
MFN2;9927;ENSG00000116688;0;1;1;0;1
MGARP;84709;ENSG00000137463;0;1;0;0;0
MGAT5B;146664;ENSG00000167889;0;1;0;0;0
MIB1;57534;ENSG00000101752;0;1;0;0;0
MID1IP1;58526;ENSG00000165175;0;1;0;0;0
MID2;11043;ENSG00000080561;0;0;0;1;0
MISP;126353;ENSG00000099812;0;1;0;0;0
MITF;4286;ENSG00000187098;0;1;0;1;0
MLF1;4291;ENSG00000178053;0;1;0;0;0
MLH1;4292;ENSG00000076242;0;1;0;0;0
MLST8;64223;ENSG00000167965;0;1;1;0;0
MLX;6945;ENSG00000108788;0;1;0;0;0
MMP10;4319;ENSG00000166670;0;0;0;1;0
MOAP1;64112;ENSG00000165943;0;1;0;0;0
MOB4;25843;ENSG00000115540;0;1;0;0;0
MOV10;4343;ENSG00000155363;0;1;0;0;0
MREG;55686;ENSG00000118242;0;1;0;0;0
MRPL38;64978;ENSG00000204316;0;1;0;0;0
MSRB2;22921;ENSG00000148450;0;1;0;0;0
MST1;4485;ENSG00000173531;0;1;0;0;0
MTDH;92140;ENSG00000147649;0;1;1;1;0
MTFMT;123263;ENSG00000103707;0;1;0;0;0
MTMR14;64419;ENSG00000163719;0;1;0;0;0
MTMR3;8897;ENSG00000100330;0;0;1;1;0
MTMR4;9110;ENSG00000108389;0;1;0;0;0
MTOR;2475;ENSG00000198793;0;1;1;1;1
MTX1;4580;ENSG00000173171;0;1;0;0;0
MUL1;79594;ENSG00000090432;0;1;1;0;0
MVB12A;93343;ENSG00000141971;0;0;0;1;0
MYBPC2;4606;ENSG00000086967;0;1;0;0;0
MYC;4609;ENSG00000136997;0;1;1;0;0
MYCN;4613;ENSG00000134323;0;1;0;0;0
MYD88;4615;ENSG00000172936;0;1;0;0;0
MYL3;4634;ENSG00000160808;0;0;0;1;0
MYO1C;4641;ENSG00000197879;0;1;0;0;0
MYO6;4646;ENSG00000196586;0;1;0;0;0
NAA40;79829;ENSG00000110583;0;1;0;0;0
NACC1;112939;ENSG00000160877;0;0;0;1;0
NAF1;92345;ENSG00000145414;0;0;0;1;0
NANOG;79923;ENSG00000111704;0;1;0;0;0
NBR1;4077;ENSG00000188554;0;1;1;1;1
NBR2;10230;ENSG00000198496;0;0;1;0;0
NCOA7;135112;ENSG00000111912;0;1;0;0;0
NCR3;259197;ENSG00000204475;0;0;0;1;0
NDN;4692;ENSG00000182636;0;1;0;0;0
NDRG1;10397;ENSG00000104419;0;0;0;1;0
NDUFB7;4713;ENSG00000099795;0;1;0;0;0
NEAT1;283131;ENSG00000245532;0;0;1;0;0
NEDD4;4734;ENSG00000069869;0;1;1;0;0
NEDD4L;23327;ENSG00000049759;0;1;0;0;0
NEFM;4741;ENSG00000104722;0;1;0;0;0
NEK2;4751;ENSG00000117650;0;1;0;0;0
NEK4;6787;ENSG00000114904;0;1;0;0;0
NEK9;91754;ENSG00000119638;0;1;0;0;0
NES;10763;ENSG00000132688;0;1;0;0;0
NEU3;10825;ENSG00000162139;0;0;0;1;0
NF1;4763;ENSG00000196712;0;1;0;0;0
NFE2L2;4780;ENSG00000116044;0;1;0;1;0
NFKBID;84807;ENSG00000167604;0;1;0;0;0
NFX1;4799;ENSG00000086102;0;1;0;0;0
NGFR;4804;ENSG00000064300;0;1;0;0;0
NHLRC1;378884;ENSG00000187566;0;1;0;0;0
NIPSNAP1;8508;ENSG00000184117;0;1;0;0;0
NIPSNAP2;2631;ENSG00000146729;0;1;0;0;1
NKX2-3;159296;ENSG00000119919;0;0;1;0;0
NLRC4;58484;ENSG00000091106;0;0;1;0;0
NLRP10;338322;ENSG00000182261;0;1;0;0;0
NLRP2;55655;ENSG00000022556;0;1;0;0;0
NLRP3;114548;ENSG00000162711;0;1;1;0;0
NLRP4;147945;ENSG00000160505;0;0;0;1;0
NLRP5;126206;ENSG00000171487;0;1;0;0;0
NMT2;9397;ENSG00000152465;0;1;0;0;0
NOD1;10392;ENSG00000106100;0;1;0;0;0
NOD2;64127;ENSG00000167207;0;1;0;1;0
NOS1;4842;ENSG00000089250;0;0;0;1;0
NOS2;4843;ENSG00000007171;0;0;0;1;0
NOS3;4846;ENSG00000164867;0;0;0;1;0
NOTCH1;4851;ENSG00000148400;0;1;0;0;0
NOXA1;10811;ENSG00000188747;0;1;0;0;0
NPAS1;4861;ENSG00000130751;0;1;0;0;0
NPC1;4864;ENSG00000141458;0;1;1;1;1
NPLOC4;55666;ENSG00000182446;0;1;0;0;0
NPM1;4869;ENSG00000181163;0;1;0;0;0
NPSR1;387129;ENSG00000187258;0;1;0;0;0
NR1D1;9572;ENSG00000126368;0;0;1;0;0
NR3C1;2908;ENSG00000113580;0;1;0;0;0
NR4A1;3164;ENSG00000123358;0;1;0;0;0
NRAS;4893;ENSG00000213281;0;1;0;0;0
NRBF2;29982;ENSG00000148572;0;1;1;1;1
NRBP2;340371;ENSG00000185189;0;0;0;1;0
NRG1;3084;ENSG00000157168;0;0;1;0;0
NSMAF;8439;ENSG00000035681;0;1;0;0;0
NTAN1;123803;ENSG00000157045;0;1;0;0;0
NTRK1;4914;ENSG00000198400;0;1;0;0;0
NTRK2;4915;ENSG00000148053;0;1;0;0;0
NTRK3;4916;ENSG00000140538;0;1;0;0;0
NUB1;51667;ENSG00000013374;0;1;0;0;0
NUBP2;10101;ENSG00000095906;0;1;0;0;0
NUF2;83540;ENSG00000143228;0;1;0;0;0
NUFIP1;26747;ENSG00000083635;0;1;0;0;0
NUPR1;26471;ENSG00000176046;0;1;0;1;0
NXF1;10482;ENSG00000162231;0;1;0;0;0
OBSL1;23363;ENSG00000124006;0;1;0;0;0
OCIAD1;54940;ENSG00000109180;0;1;0;0;0
OCLN;100506658;ENSG00000197822;0;1;0;0;0
OCRL;4952;ENSG00000122126;0;0;0;1;0
OGT;8473;ENSG00000147162;0;1;0;0;0
OMA1;115209;ENSG00000162600;0;0;0;0;1
OPRK1;4986;ENSG00000082556;0;1;0;0;0
OPRM1;4988;ENSG00000112038;0;1;0;0;0
OPTN;10133;ENSG00000123240;0;1;1;1;1
OR10H1;26539;ENSG00000186723;0;1;0;0;0
OR10H2;26538;ENSG00000171942;0;1;0;0;0
OR5H1;26341;ENSG00000231192;0;1;0;0;0
OSBPL3;26031;ENSG00000070882;0;1;0;0;0
OSBPL7;114881;ENSG00000006025;0;1;0;0;0
OSBPL8;114882;ENSG00000091039;0;1;0;0;0
OTUD7B;56957;ENSG00000264522;0;1;0;0;0
OTULIN;90268;ENSG00000154124;0;1;0;0;0
OTULINL;54491;ENSG00000145569;0;1;0;0;0
OXER1;165140;ENSG00000162881;0;1;0;0;0
P2RY6;5031;ENSG00000171631;0;1;0;0;0
P2RY8;286530;ENSG00000182162;0;1;0;0;0
P4HA2;8974;ENSG00000072682;0;1;0;0;0
P4HB;5034;ENSG00000185624;0;0;1;0;0
PACS2;23241;ENSG00000179364;0;0;0;0;1
PAFAH1B2;5049;ENSG00000168092;0;0;0;1;0
PAGE4;9506;ENSG00000101951;0;1;0;0;0
PAN2;9924;ENSG00000135473;0;1;0;0;0
PAQR3;152559;ENSG00000163291;0;0;1;0;0
PARD6A;50855;ENSG00000102981;0;1;0;0;0
PARK7;11315;ENSG00000116288;0;1;0;0;0
PARP1;142;ENSG00000143799;0;1;1;0;0
PARP10;84875;ENSG00000178685;0;1;0;0;0
PAWR;5074;ENSG00000177425;0;1;0;0;0
PAX6;5080;ENSG00000007372;0;1;0;0;0
PCGEM1;64002;ENSG00000227418;0;0;1;0;0
PCGF1;84759;ENSG00000115289;0;1;0;1;0
PCK1;5105;ENSG00000124253;0;1;0;0;0
PDCD4;27250;ENSG00000150593;0;1;0;0;0
PDE2A;5138;ENSG00000186642;0;1;0;0;0
PDE4A;5141;ENSG00000065989;0;1;0;0;0
PDIA6;10130;ENSG00000143870;0;1;0;0;0
PDK1;5163;ENSG00000152256;0;1;0;1;0
PDK2;5164;ENSG00000005882;0;0;0;1;0
PDK4;5166;ENSG00000004799;0;0;0;1;0
PDPK1;5170;ENSG00000140992;0;1;1;0;0
PEDS1;387521;ENSG00000240849;0;1;0;0;0
PELP1;27043;ENSG00000141456;0;0;1;0;0
PEX10;5192;ENSG00000157911;0;0;0;0;1
PEX12;5193;ENSG00000108733;0;0;0;0;1
PEX14;5195;ENSG00000142655;0;0;1;0;0
PEX2;5828;ENSG00000164751;0;0;0;0;1
PEX3;8504;ENSG00000034693;0;0;1;0;0
PEX5;5830;ENSG00000139197;0;1;0;0;1
PF4V1;5197;ENSG00000109272;0;1;0;0;0
PGAM5;192111;ENSG00000247077;0;0;0;1;0
PGK1;5230;ENSG00000102144;0;1;1;0;0
PGRMC1;10857;ENSG00000101856;0;1;0;0;0
PHB1;5245;ENSG00000167085;0;1;0;0;0
PHB2;11331;ENSG00000215021;0;1;0;0;1
PHLPP1;23239;ENSG00000081913;0;1;0;0;0
PI4K2A;55361;ENSG00000155252;0;1;0;0;0
PIAS4;51588;ENSG00000105229;0;1;0;0;0
PIGF;5281;ENSG00000151665;0;1;0;0;0
PIGH;5283;ENSG00000100564;0;1;0;0;0
PIK3C2A;5286;ENSG00000011405;0;1;1;0;0
PIK3C3;5289;ENSG00000078142;1;1;1;1;1
PIK3CA;5290;ENSG00000121879;0;1;1;1;0
PIK3CB;5291;ENSG00000051382;0;0;0;1;0
PIK3R1;5295;ENSG00000145675;0;1;0;0;0
PIK3R2;5296;ENSG00000105647;0;1;0;1;0
PIK3R4;30849;ENSG00000196455;1;1;1;0;1
PIM2;11040;ENSG00000102096;0;0;1;0;0
PINK1;65018;ENSG00000158828;0;1;1;1;1
PIP4K2A;5305;ENSG00000150867;0;0;1;1;0
PIP4K2B;8396;ENSG00000276293;0;0;0;1;0
PIP4K2C;79837;ENSG00000166908;0;0;0;1;0
PIP5K1C;23396;ENSG00000186111;0;1;0;0;0
PKM;5315;ENSG00000067225;0;0;0;1;0
PKN1;5585;ENSG00000123143;0;1;0;0;0
PKP1;5317;ENSG00000081277;0;1;0;0;0
PLA2G4E;123745;ENSG00000188089;0;1;0;0;0
